title,artist,album,url,description,release_year,fetch_date,mb_recording_id,mb_work_ids,composer,matched_title,matched_artist,match_score,artist_country
Pobre Indiecito,Fresia Saavedra,Éxitos Eternos De Nuestra Música Nacional,https://www.youtube.com/watch?v=sISrLja3aRo,,,2026-04-18 23:06:41,277adfa5-0872-4152-a321-4e3bf84f81f3,,,El ladrón,Fresia Saavedra,,EC
Jilguerito,Yarina,Nawi,https://www.youtube.com/watch?v=kz2enX1s5VU,,,2026-04-18 23:06:41,6a7a08e8-cff5-433b-bdda-a0b419fe7262,,,Jilguerito,Yarina,,EC
Sanjuacum,Wayanay,Acorazonado,https://www.youtube.com/watch?v=XXujukUH91Q,,,2026-04-18 23:06:41,d4454697-5a64-4030-b1f0-a00a687def44,,,Sairi Del Ande,Wayanay,,
Garu Llactamanmi,Ecuador Inkas,El Cóndor Pasa,https://www.youtube.com/watch?v=Wqa_8XfU7Ak,,,2026-04-18 23:06:41,fb62e367-2b06-416b-b8bf-ff4300fa8547,,,Caru liactamanmi,Ecuador Inkas,,
Ponchito,Cesar Espinoza,Kutin Takishun,https://www.youtube.com/watch?v=gqfGHpsbe4A,,,2026-04-18 23:06:41,1c3e8b11-a211-4f26-8799-f6802cae0edb,,,Let It Be,Cesar Espinoza,,
Kalpay,Ñucanchi Ñan,Kalpay,https://www.youtube.com/watch?v=KVv-bEy2XKA,,,2026-04-18 23:06:41,fba74631-cf5c-4fe8-8164-a5d53d711da5,,,Solito,Ñucanchi Ñan,,EC
San Juanito de la Luna (San Juanito Of The Moon) (2023 Remastered),Huayucaltia,Horizontes (2023 Remastered),https://www.youtube.com/watch?v=AHZOR7xNqv0,,,2026-04-18 23:06:41,b6a86e39-a60a-466f-908e-6c09308e5be9,,,San Juanito de la Luna (San Juanito of the Moon),Huayucaltia,,
Polaquita,Wuauquikuna,Best of Meditation II,https://www.youtube.com/watch?v=X8XdqSzEgg8,,,2026-04-18 23:06:41,a5d00dfc-434a-4862-9373-130ad00f1178,,,Inkas Wambra,Wuauquikuna,,
San Juanitos,Inca Son,"(Volume #1) Ascope, Tierra Del Amanecer (Ascope, Land of the Dawn)",https://www.youtube.com/watch?v=fdE1LNW-pUs,,,2026-04-18 23:06:41,9cf41698-acf4-433d-afe1-84aafcd8311c,,,San Juanitos,Inca Son,,
Corazón Equivocado,Ñanda Mañachi,Del Ecuador Para el Mundo Entero,https://www.youtube.com/watch?v=NoWpKSXokKA,,,2026-04-18 23:06:41,b8430147-953a-4a9e-921c-ae941cc624bf,,,Corazón equivocado,Ñanda Mañachi,,
Por la raza,Dos Lunas,Fiesta Ecuatoriana,https://www.youtube.com/watch?v=FHloyBqGZWA,,,2026-04-18 23:06:41,4f1e4eb7-c0d9-4e22-a987-84753b298b40,,,La canción del espantapájaros,Dos Lunas,,
